0.02000427,,False,False,False,False
0.04000092,,False,False,False,False
0.06000519,,False,False,False,False
0.08000183,,False,False,False,False
0.1000061,,False,False,False,False
0.1200027,,False,False,False,False
0.1399994,,False,False,False,False
0.1600037,,False,False,False,False
0.1800003,,False,False,False,False
0.2000046,,False,False,False,False
0.2200012,,False,False,False,False
0.2400055,,False,False,False,False
0.2600021,,False,False,False,False
0.2800064,,False,False,False,False
0.3000031,,False,False,False,False
0.3199997,,False,False,False,False
0.340004,,False,False,False,False
0.3600006,,False,False,False,False
0.3800049,,False,False,False,False
0.4000015,,False,False,False,False
0.4200058,,False,False,False,False
0.4400024,,False,False,False,False
0.4599991,,False,False,False,False
0.4800034,,False,False,False,False
0.5,,False,False,False,False
0.5200043,,False,False,False,False
0.5400009,,False,False,False,False
0.5600052,,False,False,False,False
0.5800018,,False,False,False,False
0.6000061,,False,False,False,False
0.6200027,,False,False,False,False
0.6399994,,False,False,False,False
0.6600037,,False,False,False,False
0.6800003,,False,False,False,False
0.7000046,,False,False,False,False
0.7200012,,False,False,False,False
0.7400055,,False,False,False,False
0.7600021,,False,False,False,False
0.7800064,,False,False,False,False
0.8000031,,False,False,False,False
0.8199997,,False,False,False,False
0.840004,,False,False,False,False
0.8600006,,False,False,False,False
0.8800049,,False,False,False,False
0.9000015,,False,False,False,False
0.9200058,,False,False,False,False
0.9400024,,False,False,False,False
0.9599991,,False,False,False,False
0.9800034,,False,False,False,False
1,,False,False,False,False
1.020004,,False,False,False,False
1.040001,,False,False,False,False
1.060005,,False,False,False,False
1.080002,,False,False,False,False
1.100006,,False,False,False,False
1.120003,,False,False,False,False
1.139999,,False,False,False,False
1.160004,,False,False,False,False
1.18,,False,False,False,False
1.200005,,False,False,False,False
1.220001,,False,False,False,False
1.240005,,False,False,False,False
1.260002,,False,False,False,False
1.280006,,False,False,False,False
1.300003,,False,False,False,False
1.32,,False,False,False,False
1.340004,,False,False,False,False
1.360001,,False,False,False,False
1.380005,,False,False,False,False
1.400002,,False,False,False,False
1.420006,,False,False,False,False
1.440002,,False,False,False,False
1.459999,,False,False,False,False
1.480003,,False,False,False,False
1.5,,False,False,False,False
1.520004,,False,False,False,False
